13,COC(C=C1)=CC=C1C2=NN=C(N=C2C3=CC=C(OC)C=C3)CC4=CN(C)C5=CC=CC=C54,97.1,<4.70
16,CC1=CC=C2C(NC=C2CC3=NN=C(C4=CC=CC=C4)C(C5=CC=CC=C5)=N3)=C1,95,<4.70
25,CC1=NNC(NC2=NN=C(C3=CC=CC=C3)C(C4=CC=CC=C4)=N2)=C1,100,<4.70
26,FC(F)(F)OC1=CC=CC=C1C2=NC(CC3=CNC4=CC=CC=C43)=NN=C2,100,<4.70
